gvkey,splticrm,spsdrm,spsticrm,datadate,city,conml,ggroup,gind,gsector,gsubind,idbflag,loc,naics,sic,spcindcd,spcseccd,spcsrc,state,conm,tic
001013, , , ,1/31/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
001013, , , ,2/28/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
001013, , , ,3/31/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
001013, , , ,4/30/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
001013, , , ,5/31/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
001013, , , ,6/30/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
001013, , , ,7/31/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
001013, , , ,8/31/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
001013, , , ,9/30/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
001013, , , ,10/31/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
001013, , , ,11/30/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
001013, , , ,12/31/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
001072, , , ,1/31/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,2/28/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,3/31/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,4/30/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,5/31/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,6/30/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,7/31/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,8/31/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,9/30/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,10/31/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,11/30/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,12/31/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,1/31/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,2/28/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,3/31/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,4/30/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,5/31/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,6/30/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,7/31/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,8/31/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,9/30/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,10/31/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,11/30/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,12/31/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,1/31/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,2/29/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,3/31/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,4/30/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,5/31/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,6/30/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,7/31/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,8/31/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,9/30/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,10/31/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,11/30/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,12/31/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,1/31/2013,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,2/28/2013,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,3/31/2013,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,4/30/2013,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,5/31/2013,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,6/30/2013,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,7/31/2013,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,8/31/2013,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,9/30/2013,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001072, , , ,10/31/2013,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
001117, , , ,1/31/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,2/28/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,3/31/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,4/30/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,5/31/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,6/30/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,7/31/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,8/31/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,9/30/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,10/31/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,11/30/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,12/31/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,1/31/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,2/28/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,3/31/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,4/30/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,5/31/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,6/30/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,7/31/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,8/31/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,9/30/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,10/31/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,11/30/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,12/31/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,1/31/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,2/29/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,3/31/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,4/30/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,5/31/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,6/30/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,7/31/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,8/31/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,9/30/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,10/31/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,11/30/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,12/31/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,1/31/2013,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,2/28/2013,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,3/31/2013,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,4/30/2013,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,5/31/2013,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,6/30/2013,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,7/31/2013,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,8/31/2013,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,9/30/2013,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001117, , , ,10/31/2013,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
001126, , , ,1/31/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,2/28/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,3/31/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,4/30/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,5/31/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,6/30/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,7/31/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,8/31/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,9/30/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,10/31/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,11/30/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,12/31/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,1/31/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,2/28/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,3/31/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,4/30/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,5/31/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,6/30/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,7/31/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,8/31/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,9/30/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,10/31/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,11/30/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,12/31/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,1/31/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,2/29/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,3/31/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,4/30/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,5/31/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,6/30/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,7/31/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,8/31/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,9/30/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,10/31/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,11/30/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,12/31/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,1/31/2013,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,2/28/2013,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,3/31/2013,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,4/30/2013,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,5/31/2013,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,6/30/2013,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,7/31/2013,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,8/31/2013,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,9/30/2013,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001126, , , ,10/31/2013,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
001250, , , ,1/31/2010,Westborough,Alden Electronics Inc,4520,452010,45,45201020,D,USA,334210,3661,180,940, ,MA,ALDEN ELECTRONICS INC,ADNE
001250, , , ,2/28/2010,Westborough,Alden Electronics Inc,4520,452010,45,45201020,D,USA,334210,3661,180,940, ,MA,ALDEN ELECTRONICS INC,ADNE
001250, , , ,3/31/2010,Westborough,Alden Electronics Inc,4520,452010,45,45201020,D,USA,334210,3661,180,940, ,MA,ALDEN ELECTRONICS INC,ADNE
001250, , , ,4/30/2010,Westborough,Alden Electronics Inc,4520,452010,45,45201020,D,USA,334210,3661,180,940, ,MA,ALDEN ELECTRONICS INC,ADNE
001250, , , ,5/31/2010,Westborough,Alden Electronics Inc,4520,452010,45,45201020,D,USA,334210,3661,180,940, ,MA,ALDEN ELECTRONICS INC,ADNE
001250, , , ,6/30/2010,Westborough,Alden Electronics Inc,4520,452010,45,45201020,D,USA,334210,3661,180,940, ,MA,ALDEN ELECTRONICS INC,ADNE
001250, , , ,7/31/2010,Westborough,Alden Electronics Inc,4520,452010,45,45201020,D,USA,334210,3661,180,940, ,MA,ALDEN ELECTRONICS INC,ADNE
001250, , , ,8/31/2010,Westborough,Alden Electronics Inc,4520,452010,45,45201020,D,USA,334210,3661,180,940, ,MA,ALDEN ELECTRONICS INC,ADNE
001250, , , ,9/30/2010,Westborough,Alden Electronics Inc,4520,452010,45,45201020,D,USA,334210,3661,180,940, ,MA,ALDEN ELECTRONICS INC,ADNE
001250, , , ,10/31/2010,Westborough,Alden Electronics Inc,4520,452010,45,45201020,D,USA,334210,3661,180,940, ,MA,ALDEN ELECTRONICS INC,ADNE
001635, , , ,1/31/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
001635, , , ,2/28/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
001635, , , ,3/31/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
001635, , , ,4/30/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
001635, , , ,5/31/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
001635, , , ,6/30/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
001635, , , ,7/31/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
001635, , , ,8/31/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
001635, , , ,9/30/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
001635, , , ,10/31/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
001635, , , ,11/30/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
001635, , , ,12/31/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
001635, , , ,1/31/2011,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
001635, , , ,2/28/2011,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
001635, , , ,3/31/2011,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
001635, , , ,4/30/2011,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
001635, , , ,5/31/2011,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
001635, , , ,6/30/2011,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
